stop_id,stop_skip_rate,stop_count
9022001004533001,0.0008802816901408451,2272
9022001004533002,0.0026030368763557484,2305
9022001004535001,0.0,3371
9022001004535002,0.0011802891708468574,3389
9022001004537001,0.0,3362
9022001004537002,0.0003045066991473812,3284
9022001004539001,0.0,2289
9022001004539002,0.0,2216
9022001004541001,0.0,2316
9022001004541002,0.0,2244
9022001004543001,0.0,2323
9022001004543002,0.0,2226
9022001004545001,0.0,2288
9022001004545002,0.0,2223
9022001004547001,0.0,2273
9022001004547002,0.0,2192
9022001004549001,0.0,1326
9022001004549002,0.0,3138
9022001004561001,0.0,1082
9022001004561002,0.0,1090
9022001004563002,0.0,2186
9022001005001001,0.0,683
9022001005001002,0.0,692
9022001005006001,0.0,719
9022001005006002,0.002824858757062147,708
9022001005007001,0.0,11
9022001005007002,0.002188183807439825,1371
9022001005007003,0.0,20
9022001005011002,0.0,3
9022001005011007,0.0,5
9022001005011012,0.0,4
9022001005031001,0.004409603135717786,2041
9022001005031002,0.0029791459781529296,2014
9022001005041001,0.0058451047247929854,2053
9022001005041002,0.003472222222222222,2016
9022001005051001,0.007017543859649123,1995
9022001005051002,0.007477567298105683,2006
9022001005061001,0.007477567298105683,2006
9022001005061002,0.0055359838953195776,1987
9022001005071001,0.0070921985815602835,1974
9022001005071002,0.006082108464267613,1973
9022001005081001,0.007466401194624191,2009
9022001005081002,0.005397448478900883,2038
9022001005091001,0.006782945736434108,2064
9022001005091002,0.004885197850512946,2047
9022001005101001,0.006497022198159177,1847
9022001005101002,0.002103049421661409,1902
9022001005101003,0.0027397260273972603,365
9022001005111001,0.03499562554680665,1143
9022001005111002,0.004205214465937763,1189
9022001005121001,0.019097222222222224,1152
9022001005121002,0.04922279792746114,1158
9022001005121003,0.0,49
9022001005131002,0.0005309264666843643,3767
9022001005131004,0.0017994858611825194,3890
9022001005135001,0.0014443909484833895,4154
9022001005135002,0.0011527377521613833,3470
9022001005141001,0.004168837936425221,1919
9022001005141002,0.0036997885835095136,1892
9022001005141003,0.0010471204188481676,1910
9022001005141004,0.0047872340425531915,1880
